#1:time 2:average cumulative investment 3:dens_host 4:number of time steps
0.000000 0.008345 1.000000 500 0.050000 0
0.050000 0.008347 0.999885 499 0.049900 4
0.100000 0.008349 0.997777 500 0.050000 8
0.150000 0.008351 0.997670 499 0.049900 12
0.200000 0.008354 0.997571 499 0.049900 16
0.250000 0.008356 0.997478 499 0.049900 20
0.300000 0.008358 0.997389 499 0.049900 24
0.350000 0.008360 0.997305 499 0.049900 28
0.400000 0.008362 0.997221 498 0.049800 32
0.450000 0.008364 0.997141 497 0.049700 36
0.500000 0.008366 0.997065 496 0.049600 40
0.550000 0.008368 0.996997 496 0.049600 44
0.600000 0.008371 0.996932 496 0.049600 48
0.650000 0.008373 0.996870 496 0.049600 52
0.700000 0.008375 0.996812 496 0.049600 56
0.750000 0.008377 0.996756 496 0.049600 60
0.800000 0.008379 0.996704 496 0.049600 64
0.850000 0.008381 0.996654 496 0.049600 68
0.900000 0.008383 0.996607 496 0.049600 72
0.950000 0.008385 0.992564 498 0.049800 76
1.000000 0.008387 0.992510 497 0.049700 80
1.050000 0.008390 0.992470 497 0.049700 84
1.100000 0.008392 0.992432 497 0.049700 88
1.150000 0.008394 0.992396 497 0.049700 92
1.200000 0.008396 0.992362 497 0.049700 96
1.250000 0.008398 0.992330 497 0.049700 100
1.300000 0.008400 0.992299 497 0.049700 104
1.350000 0.008402 0.992259 496 0.049600 108
1.400000 0.008404 0.992219 495 0.049500 112
1.450000 0.008406 0.992181 494 0.049400 116
1.500000 0.008408 0.990138 494 0.049400 120
1.550000 0.008411 0.990116 494 0.049400 124
1.600000 0.008413 0.988096 495 0.049500 128
1.650000 0.008415 0.988035 493 0.049300 132
1.700000 0.008417 0.988016 493 0.049300 136
1.750000 0.008419 0.987998 493 0.049300 140
1.800000 0.008421 0.987981 493 0.049300 144
1.850000 0.008423 0.987965 493 0.049300 148
1.900000 0.008425 0.987930 492 0.049200 152
1.950000 0.008427 0.985914 493 0.049300 156
2.000000 0.008430 0.985901 493 0.049300 160
2.050000 0.008432 0.985865 492 0.049200 164
2.100000 0.008434 0.985854 492 0.049200 168
2.150000 0.008436 0.983846 493 0.049300 172
2.200000 0.008438 0.983836 493 0.049300 176
2.250000 0.008440 0.979857 495 0.049500 180
2.300000 0.008442 0.979812 494 0.049400 184
2.350000 0.008444 0.979805 494 0.049400 188
